ppBins,ppBinsRange,countRate,countRateErr
0.004166666666666667,0.004166666666666667,518.5542607530749,0.7943901553694467
0.0125,0.004166666666666667,517.8971065957896,0.793886637869554
0.020833333333333332,0.004166666666666667,516.228665207571,0.7926068259009383
0.029166666666666667,0.004166666666666667,517.1766709270621,0.7933342662817394
0.0375,0.004166666666666667,518.7708782345504,0.7945560597316043
0.04583333333333333,0.004166666666666667,517.5977363685819,0.7936571517653184
0.05416666666666667,0.004166666666666667,519.9330675312308,0.795445573758205
0.0625,0.004166666666666667,518.958288864591,0.7946995670214525
0.07083333333333333,0.004166666666666667,517.5271531442809,0.7936030356180324
0.07916666666666666,0.004166666666666667,517.9445677293713,0.7939230137211364
0.0875,0.004166666666666667,516.4951777269144,0.7928113984084386
0.09583333333333333,0.004166666666666667,518.383887453038,0.794259644445872
0.10416666666666667,0.004166666666666667,518.595637125941,0.7944218476436354
0.1125,0.004166666666666667,517.8338250843474,0.793838134141246
0.12083333333333333,0.004166666666666667,518.0577442786816,0.7940097494113569
0.12916666666666668,0.004166666666666667,519.723751762614,0.7952854415480726
0.1375,0.004166666666666667,519.1031061696224,0.7948104412712526
0.14583333333333334,0.004166666666666667,518.5822506523667,0.7944115943991643
0.15416666666666667,0.004166666666666667,518.8329427938496,0.7946035877433877
0.1625,0.004166666666666667,519.9464540048051,0.7954558136749175
0.17083333333333334,0.004166666666666667,519.4073442054026,0.7950433200043031
0.17916666666666667,0.004166666666666667,518.504365715207,0.7943519365335676
0.1875,0.004166666666666667,520.5744013106555,0.7959360108255227
0.19583333333333333,0.004166666666666667,519.7967688912013,0.795341305283104
0.2041666666666667,0.004166666666666667,521.9398216152371,0.7969791618949443
0.21250000000000002,0.004166666666666667,521.4335695236988,0.7965925557818193
0.22083333333333335,0.004166666666666667,521.8266450659268,0.7968927494026619
0.22916666666666669,0.004166666666666667,521.6501870051743,0.7967580015508662
0.23750000000000002,0.004166666666666667,522.5044874096451,0.7974101552798408
0.24583333333333335,0.004166666666666667,523.249262121235,0.7979782646944911
0.25416666666666665,0.004166666666666667,523.7129208877641,0.7983317364695178
0.26249999999999996,0.004166666666666667,525.616234039605,0.7997810965968117
0.2708333333333333,0.004166666666666667,525.2779213438175,0.7995236657619428
0.2791666666666667,0.004166666666666667,525.8511058032274,0.7999597678444194
0.2875,0.004166666666666667,529.3230702675511,0.8025963149463093
0.29583333333333334,0.004166666666666667,529.11983925965,0.8024422236864044
0.30416666666666664,0.004166666666666667,531.4113601451464,0.8041779614036887
0.3125,0.004166666666666667,532.9459367976218,0.8053382518876188
0.3208333333333333,0.004166666666666667,530.8795520586027,0.8037754715197175
0.32916666666666666,0.004166666666666667,526.0969301361378,0.8001467281808156
0.33749999999999997,0.004166666666666667,524.0098572106856,0.7985580246600652
0.3458333333333333,0.004166666666666667,520.7983205049898,0.7961071738605785
0.35416666666666663,0.004166666666666667,519.3014693689511,0.7949622859446493
0.3625,0.004166666666666667,520.2239190934366,0.7956680295471701
0.3708333333333333,0.004166666666666667,519.1310960689142,0.794831868964583
0.37916666666666665,0.004166666666666667,517.8240894672024,0.7938306717661555
0.38749999999999996,0.004166666666666667,516.2225804468553,0.7926021546792358
0.3958333333333333,0.004166666666666667,517.9871610543806,0.7939556572971845
0.4041666666666667,0.004166666666666667,515.7163283553172,0.7922134125564968
0.4125,0.004166666666666667,516.259089011149,0.7926301815965163
0.42083333333333334,0.004166666666666667,517.8581641272098,0.7938567897720771
0.42916666666666664,0.004166666666666667,516.1666006482718,0.7925591781477956
0.4375,0.004166666666666667,516.2018922604224,0.7925862723195186
0.4458333333333333,0.004166666666666667,516.2578720590059,0.7926292473819068
0.45416666666666666,0.004166666666666667,516.6436458883752,0.7929253382845189
0.46249999999999997,0.004166666666666667,517.5125497185635,0.7935918387130328
0.4708333333333333,0.004166666666666667,516.5974017069366,0.7928898505706263
0.47916666666666663,0.004166666666666667,515.4875413524104,0.7920376684229763
0.4875,0.004166666666666667,517.5660956128607,0.7936328932590638
0.4958333333333333,0.004166666666666667,517.3494781313852,0.7934667958739254
0.5041666666666667,0.004166666666666667,515.9804069703744,0.7924162176980961
0.5125,0.004166666666666667,516.3479265175969,0.7926983762892338
0.5208333333333333,0.004166666666666667,515.392619085247,0.7919647418568899
0.5291666666666667,0.004166666666666667,515.6725180781648,0.7921797624426787
0.5375,0.004166666666666667,516.7580393898286,0.7930131168589657
0.5458333333333333,0.004166666666666667,516.1215734189764,0.7925246083770014
0.5541666666666667,0.004166666666666667,515.7284978767483,0.7922227595566772
0.5625,0.004166666666666667,515.4522497402598,0.7920105554838673
0.5708333333333333,0.004166666666666667,515.4498158359736,0.7920086855917848
0.5791666666666666,0.004166666666666667,514.9277433665748,0.7916074916537408
0.5875,0.004166666666666667,515.8404574739154,0.7923087467845551
0.5958333333333333,0.004166666666666667,515.8952203203559,0.7923508023562866
0.6041666666666666,0.004166666666666667,515.4559005966893,0.7920133603137133
0.6124999999999999,0.004166666666666667,516.1739023611306,0.7925647839144894
0.6208333333333333,0.004166666666666667,514.7914447265453,0.7915027175697118
0.6291666666666667,0.004166666666666667,516.6071373240816,0.7928973218002817
0.6375,0.004166666666666667,514.9508654572941,0.7916252644529366
0.6458333333333333,0.004166666666666667,514.9788553565859,0.791646778360217
0.6541666666666667,0.004166666666666667,515.4692870702636,0.7920236446048343
0.6625,0.004166666666666667,515.9755391618019,0.7924124798240383
0.6708333333333333,0.004166666666666667,516.8042835712671,0.79304859905688
0.6791666666666667,0.004166666666666667,516.9162431684342,0.7931344967518407
0.6875,0.004166666666666667,514.4519150786145,0.7912416575152856
0.6958333333333333,0.004166666666666667,516.1836379782756,0.7925722582084049
0.7041666666666666,0.004166666666666667,516.4647539233364,0.7927880480515442
0.7125,0.004166666666666667,514.8352550036976,0.7915363964663344
0.7208333333333333,0.004166666666666667,514.4811219300494,0.7912641176800475
0.7291666666666666,0.004166666666666667,516.2408347290021,0.7926161682617551
0.7374999999999999,0.004166666666666667,516.7714258634029,0.7930233881847852
0.7458333333333333,0.004166666666666667,514.9934587823034,0.7916580027753994
0.7541666666666667,0.004166666666666667,516.4866590619126,0.7928048603778318
0.7625,0.004166666666666667,513.9456629870763,0.7908522466426834
0.7708333333333333,0.004166666666666667,516.238400824716,0.792614299798401
0.7791666666666667,0.004166666666666667,516.4830082054832,0.7928020583482093
0.7875,0.004166666666666667,515.4035716545351,0.7919731568033844
0.7958333333333333,0.004166666666666667,516.1751193132736,0.7925657182050836
0.8041666666666667,0.004166666666666667,516.2639568197214,0.792633918443944
0.8125,0.004166666666666667,516.732483394823,0.7929935075947847
0.8208333333333333,0.004166666666666667,517.7912317593381,0.793805485732306
0.8291666666666666,0.004166666666666667,517.9883780065237,0.7939565899510647
